"Time Stamp","Time Zone","Name","PTID","Load"
"12/29/2025 00:00:00","EST","CAPITL",61757,1400.8083
"12/29/2025 00:00:00","EST","CENTRL",61754,1749.2905
"12/29/2025 00:00:00","EST","DUNWOD",61760,627.2309
"12/29/2025 00:00:00","EST","GENESE",61753,987.3627
"12/29/2025 00:00:00","EST","HUD VL",61758,1161.4679
"12/29/2025 00:00:00","EST","LONGIL",61762,2134.5903
"12/29/2025 00:00:00","EST","MHK VL",61756,920.9393
"12/29/2025 00:00:00","EST","MILLWD",61759,333.5219
"12/29/2025 00:00:00","EST","N.Y.C.",61761,5181.6465
"12/29/2025 00:00:00","EST","NORTH",61755,679.8576
"12/29/2025 00:00:00","EST","WEST",61752,1580.7864
"12/29/2025 00:05:00","EST","CAPITL",61757,1406.7927
"12/29/2025 00:05:00","EST","CENTRL",61754,1751.4343
"12/29/2025 00:05:00","EST","DUNWOD",61760,660.0359
"12/29/2025 00:05:00","EST","GENESE",61753,998.365
"12/29/2025 00:05:00","EST","HUD VL",61758,1145.5848
"12/29/2025 00:05:00","EST","LONGIL",61762,2123.927
"12/29/2025 00:05:00","EST","MHK VL",61756,922.3033
"12/29/2025 00:05:00","EST","MILLWD",61759,310.9739
"12/29/2025 00:05:00","EST","N.Y.C.",61761,5146.4844
"12/29/2025 00:05:00","EST","NORTH",61755,668.8232
"12/29/2025 00:05:00","EST","WEST",61752,1559.9489
"12/29/2025 00:10:00","EST","CAPITL",61757,1394.6785
"12/29/2025 00:10:00","EST","CENTRL",61754,1756.4331
"12/29/2025 00:10:00","EST","DUNWOD",61760,620.7996
"12/29/2025 00:10:00","EST","GENESE",61753,993.8896
"12/29/2025 00:10:00","EST","HUD VL",61758,1124.91
"12/29/2025 00:10:00","EST","LONGIL",61762,2109.2107
"12/29/2025 00:10:00","EST","MHK VL",61756,913.545
"12/29/2025 00:10:00","EST","MILLWD",61759,347.1608
"12/29/2025 00:10:00","EST","N.Y.C.",61761,5172.1504
"12/29/2025 00:10:00","EST","NORTH",61755,670.0522
"12/29/2025 00:10:00","EST","WEST",61752,1543.1328
"12/29/2025 00:15:00","EST","CAPITL",61757,1377.2605
"12/29/2025 00:15:00","EST","CENTRL",61754,1747.137
"12/29/2025 00:15:00","EST","DUNWOD",61760,621.4034
"12/29/2025 00:15:00","EST","GENESE",61753,986.2548
"12/29/2025 00:15:00","EST","HUD VL",61758,1118.8564
"12/29/2025 00:15:00","EST","LONGIL",61762,2100.3066
"12/29/2025 00:15:00","EST","MHK VL",61756,913.2061
"12/29/2025 00:15:00","EST","MILLWD",61759,339.097
"12/29/2025 00:15:00","EST","N.Y.C.",61761,5150.631
"12/29/2025 00:15:00","EST","NORTH",61755,666.8021
"12/29/2025 00:15:00","EST","WEST",61752,1564.0044
"12/29/2025 00:20:00","EST","CAPITL",61757,1373.3462
"12/29/2025 00:20:00","EST","CENTRL",61754,1747.4104
"12/29/2025 00:20:00","EST","DUNWOD",61760,609.0642
"12/29/2025 00:20:00","EST","GENESE",61753,982.2688
"12/29/2025 00:20:00","EST","HUD VL",61758,1127.7207
"12/29/2025 00:20:00","EST","LONGIL",61762,2090.715
"12/29/2025 00:20:00","EST","MHK VL",61756,910.6646
"12/29/2025 00:20:00","EST","MILLWD",61759,330.2465
"12/29/2025 00:20:00","EST","N.Y.C.",61761,5155.012
"12/29/2025 00:20:00","EST","NORTH",61755,671.9119
"12/29/2025 00:20:00","EST","WEST",61752,1557.0219
"12/29/2025 00:25:00","EST","CAPITL",61757,1369.9095
"12/29/2025 00:25:00","EST","CENTRL",61754,1744.0938
"12/29/2025 00:25:00","EST","DUNWOD",61760,642.0335
"12/29/2025 00:25:00","EST","GENESE",61753,984.3007
"12/29/2025 00:25:00","EST","HUD VL",61758,1137.4053
"12/29/2025 00:25:00","EST","LONGIL",61762,2083.823
"12/29/2025 00:25:00","EST","MHK VL",61756,887.1261
"12/29/2025 00:25:00","EST","MILLWD",61759,331.8752
"12/29/2025 00:25:00","EST","N.Y.C.",61761,5102.0483
"12/29/2025 00:25:00","EST","NORTH",61755,678.5234
"12/29/2025 00:25:00","EST","WEST",61752,1540.5884
"12/29/2025 00:30:00","EST","CAPITL",61757,1365.6123
"12/29/2025 00:30:00","EST","CENTRL",61754,1721.6194
"12/29/2025 00:30:00","EST","DUNWOD",61760,638.0707
"12/29/2025 00:30:00","EST","GENESE",61753,973.322
"12/29/2025 00:30:00","EST","HUD VL",61758,1088.8376
"12/29/2025 00:30:00","EST","LONGIL",61762,2087.7944
