"Time Stamp","Time Zone","Name","PTID","Load"
"12/12/2025 00:00:00","EST","CAPITL",61757,1516.724
"12/12/2025 00:00:00","EST","CENTRL",61754,1963.2471
"12/12/2025 00:00:00","EST","DUNWOD",61760,694.0385
"12/12/2025 00:00:00","EST","GENESE",61753,1112.3558
"12/12/2025 00:00:00","EST","HUD VL",61758,1250.5852
"12/12/2025 00:00:00","EST","LONGIL",61762,2316.1914
"12/12/2025 00:00:00","EST","MHK VL",61756,1005.1871
"12/12/2025 00:00:00","EST","MILLWD",61759,355.0705
"12/12/2025 00:00:00","EST","N.Y.C.",61761,5534.823
"12/12/2025 00:00:00","EST","NORTH",61755,723.8504
"12/12/2025 00:00:00","EST","WEST",61752,1785.5756
"12/12/2025 00:05:00","EST","CAPITL",61757,1506.9011
"12/12/2025 00:05:00","EST","CENTRL",61754,1955.1931
"12/12/2025 00:05:00","EST","DUNWOD",61760,642.6048
"12/12/2025 00:05:00","EST","GENESE",61753,1106.7207
"12/12/2025 00:05:00","EST","HUD VL",61758,1249.8398
"12/12/2025 00:05:00","EST","LONGIL",61762,2293.8313
"12/12/2025 00:05:00","EST","MHK VL",61756,1013.6308
"12/12/2025 00:05:00","EST","MILLWD",61759,374.5317
"12/12/2025 00:05:00","EST","N.Y.C.",61761,5541.4155
"12/12/2025 00:05:00","EST","NORTH",61755,767.4721
"12/12/2025 00:05:00","EST","WEST",61752,1786.2207
"12/12/2025 00:10:00","EST","CAPITL",61757,1520.5442
"12/12/2025 00:10:00","EST","CENTRL",61754,1971.0054
"12/12/2025 00:10:00","EST","DUNWOD",61760,652.6867
"12/12/2025 00:10:00","EST","GENESE",61753,1107.1658
"12/12/2025 00:10:00","EST","HUD VL",61758,1247.1583
"12/12/2025 00:10:00","EST","LONGIL",61762,2293.516
"12/12/2025 00:10:00","EST","MHK VL",61756,1000.374
"12/12/2025 00:10:00","EST","MILLWD",61759,373.3706
"12/12/2025 00:10:00","EST","N.Y.C.",61761,5514.1523
"12/12/2025 00:10:00","EST","NORTH",61755,753.736
"12/12/2025 00:10:00","EST","WEST",61752,1759.6178
"12/12/2025 00:15:00","EST","CAPITL",61757,1506.9601
"12/12/2025 00:15:00","EST","CENTRL",61754,1911.9614
"12/12/2025 00:15:00","EST","DUNWOD",61760,659.0972
"12/12/2025 00:15:00","EST","GENESE",61753,1110.0991
"12/12/2025 00:15:00","EST","HUD VL",61758,1247.0972
"12/12/2025 00:15:00","EST","LONGIL",61762,2295.8745
"12/12/2025 00:15:00","EST","MHK VL",61756,1002.3649
"12/12/2025 00:15:00","EST","MILLWD",61759,369.9684
"12/12/2025 00:15:00","EST","N.Y.C.",61761,5476.382
"12/12/2025 00:15:00","EST","NORTH",61755,739.2366
"12/12/2025 00:15:00","EST","WEST",61752,1751.7341
"12/12/2025 00:20:00","EST","CAPITL",61757,1521.2377
"12/12/2025 00:20:00","EST","CENTRL",61754,1909.075
"12/12/2025 00:20:00","EST","DUNWOD",61760,651.6039
"12/12/2025 00:20:00","EST","GENESE",61753,1103.6333
"12/12/2025 00:20:00","EST","HUD VL",61758,1207.1904
"12/12/2025 00:20:00","EST","LONGIL",61762,2272.0994
"12/12/2025 00:20:00","EST","MHK VL",61756,972.5639
"12/12/2025 00:20:00","EST","MILLWD",61759,379.0853
"12/12/2025 00:20:00","EST","N.Y.C.",61761,5497.123
"12/12/2025 00:20:00","EST","NORTH",61755,755.8647
"12/12/2025 00:20:00","EST","WEST",61752,1717.269
"12/12/2025 00:25:00","EST","CAPITL",61757,1538.9783
"12/12/2025 00:25:00","EST","CENTRL",61754,1903.9812
"12/12/2025 00:25:00","EST","DUNWOD",61760,647.0679
"12/12/2025 00:25:00","EST","GENESE",61753,1099.5461
"12/12/2025 00:25:00","EST","HUD VL",61758,1210.5132
"12/12/2025 00:25:00","EST","LONGIL",61762,2280.418
"12/12/2025 00:25:00","EST","MHK VL",61756,1019.0292
"12/12/2025 00:25:00","EST","MILLWD",61759,373.3852
"12/12/2025 00:25:00","EST","N.Y.C.",61761,5464.427
"12/12/2025 00:25:00","EST","NORTH",61755,719.2224
"12/12/2025 00:25:00","EST","WEST",61752,1762.9913
"12/12/2025 00:30:00","EST","CAPITL",61757,1522.8916
"12/12/2025 00:30:00","EST","CENTRL",61754,1920.0938
"12/12/2025 00:30:00","EST","DUNWOD",61760,647.879
"12/12/2025 00:30:00","EST","GENESE",61753,1092.384
"12/12/2025 00:30:00","EST","HUD VL",61758,1205.1672
"12/12/2025 00:30:00","EST","LONGIL",61762,2266.3389
