"Time Stamp","Time Zone","Name","PTID","Load"
"12/23/2025 00:00:00","EST","CAPITL",61757,1406.0524
"12/23/2025 00:00:00","EST","CENTRL",61754,1748.2725
"12/23/2025 00:00:00","EST","DUNWOD",61760,630.1268
"12/23/2025 00:00:00","EST","GENESE",61753,1032.1921
"12/23/2025 00:00:00","EST","HUD VL",61758,1169.2595
"12/23/2025 00:00:00","EST","LONGIL",61762,2240.5923
"12/23/2025 00:00:00","EST","MHK VL",61756,888.9542
"12/23/2025 00:00:00","EST","MILLWD",61759,329.8463
"12/23/2025 00:00:00","EST","N.Y.C.",61761,5260.922
"12/23/2025 00:00:00","EST","NORTH",61755,674.1182
"12/23/2025 00:00:00","EST","WEST",61752,1709.1438
"12/23/2025 00:05:00","EST","CAPITL",61757,1399.3972
"12/23/2025 00:05:00","EST","CENTRL",61754,1717.4536
"12/23/2025 00:05:00","EST","DUNWOD",61760,621.9683
"12/23/2025 00:05:00","EST","GENESE",61753,1034.9192
"12/23/2025 00:05:00","EST","HUD VL",61758,1129.1494
"12/23/2025 00:05:00","EST","LONGIL",61762,2240.62
"12/23/2025 00:05:00","EST","MHK VL",61756,901.1885
"12/23/2025 00:05:00","EST","MILLWD",61759,335.0359
"12/23/2025 00:05:00","EST","N.Y.C.",61761,5205.095
"12/23/2025 00:05:00","EST","NORTH",61755,660.4177
"12/23/2025 00:05:00","EST","WEST",61752,1668.8726
"12/23/2025 00:10:00","EST","CAPITL",61757,1416.1887
"12/23/2025 00:10:00","EST","CENTRL",61754,1765.9875
"12/23/2025 00:10:00","EST","DUNWOD",61760,626.7022
"12/23/2025 00:10:00","EST","GENESE",61753,1030.2368
"12/23/2025 00:10:00","EST","HUD VL",61758,1142.3083
"12/23/2025 00:10:00","EST","LONGIL",61762,2225.3074
"12/23/2025 00:10:00","EST","MHK VL",61756,888.3976
"12/23/2025 00:10:00","EST","MILLWD",61759,337.9929
"12/23/2025 00:10:00","EST","N.Y.C.",61761,5195.7236
"12/23/2025 00:10:00","EST","NORTH",61755,680.1788
"12/23/2025 00:10:00","EST","WEST",61752,1666.1409
"12/23/2025 00:15:00","EST","CAPITL",61757,1396.1055
"12/23/2025 00:15:00","EST","CENTRL",61754,1780.3589
"12/23/2025 00:15:00","EST","DUNWOD",61760,618.4142
"12/23/2025 00:15:00","EST","GENESE",61753,1029.4335
"12/23/2025 00:15:00","EST","HUD VL",61758,1122.9375
"12/23/2025 00:15:00","EST","LONGIL",61762,2208.1475
"12/23/2025 00:15:00","EST","MHK VL",61756,895.8165
"12/23/2025 00:15:00","EST","MILLWD",61759,339.0729
"12/23/2025 00:15:00","EST","N.Y.C.",61761,5161.8755
"12/23/2025 00:15:00","EST","NORTH",61755,672.5827
"12/23/2025 00:15:00","EST","WEST",61752,1669.4097
"12/23/2025 00:20:00","EST","CAPITL",61757,1416.4055
"12/23/2025 00:20:00","EST","CENTRL",61754,1782.6116
"12/23/2025 00:20:00","EST","DUNWOD",61760,644.042
"12/23/2025 00:20:00","EST","GENESE",61753,1020.1156
"12/23/2025 00:20:00","EST","HUD VL",61758,1116.0835
"12/23/2025 00:20:00","EST","LONGIL",61762,2203.1272
"12/23/2025 00:20:00","EST","MHK VL",61756,889.8614
"12/23/2025 00:20:00","EST","MILLWD",61759,342.8317
"12/23/2025 00:20:00","EST","N.Y.C.",61761,5102.685
"12/23/2025 00:20:00","EST","NORTH",61755,678.8147
"12/23/2025 00:20:00","EST","WEST",61752,1679.2798
"12/23/2025 00:25:00","EST","CAPITL",61757,1412.1504
"12/23/2025 00:25:00","EST","CENTRL",61754,1786.7932
"12/23/2025 00:25:00","EST","DUNWOD",61760,655.3796
"12/23/2025 00:25:00","EST","GENESE",61753,1021.6547
"12/23/2025 00:25:00","EST","HUD VL",61758,1108.001
"12/23/2025 00:25:00","EST","LONGIL",61762,2185.8032
"12/23/2025 00:25:00","EST","MHK VL",61756,887.3539
"12/23/2025 00:25:00","EST","MILLWD",61759,340.4645
"12/23/2025 00:25:00","EST","N.Y.C.",61761,5124.4097
"12/23/2025 00:25:00","EST","NORTH",61755,670.6377
"12/23/2025 00:25:00","EST","WEST",61752,1658.1707
"12/23/2025 00:30:00","EST","CAPITL",61757,1401.1902
"12/23/2025 00:30:00","EST","CENTRL",61754,1769.3633
"12/23/2025 00:30:00","EST","DUNWOD",61760,608.5465
"12/23/2025 00:30:00","EST","GENESE",61753,1018.1205
"12/23/2025 00:30:00","EST","HUD VL",61758,1126.3665
"12/23/2025 00:30:00","EST","LONGIL",61762,2168.84
