"Time Stamp","Time Zone","Name","PTID","Load"
"12/04/2025 00:00:00","EST","CAPITL",61757,1355.5897
"12/04/2025 00:00:00","EST","CENTRL",61754,1717.4492
"12/04/2025 00:00:00","EST","DUNWOD",61760,616.5297
"12/04/2025 00:00:00","EST","GENESE",61753,1039.978
"12/04/2025 00:00:00","EST","HUD VL",61758,1136.8184
"12/04/2025 00:00:00","EST","LONGIL",61762,2150.3215
"12/04/2025 00:00:00","EST","MHK VL",61756,925.5926
"12/04/2025 00:00:00","EST","MILLWD",61759,312.1155
"12/04/2025 00:00:00","EST","N.Y.C.",61761,5065.7627
"12/04/2025 00:00:00","EST","NORTH",61755,667.7183
"12/04/2025 00:00:00","EST","WEST",61752,1674.2451
"12/04/2025 00:05:00","EST","CAPITL",61757,1349.0354
"12/04/2025 00:05:00","EST","CENTRL",61754,1706.1309
"12/04/2025 00:05:00","EST","DUNWOD",61760,611.2091
"12/04/2025 00:05:00","EST","GENESE",61753,1031.0244
"12/04/2025 00:05:00","EST","HUD VL",61758,1134.7803
"12/04/2025 00:05:00","EST","LONGIL",61762,2129.1487
"12/04/2025 00:05:00","EST","MHK VL",61756,902.2839
"12/04/2025 00:05:00","EST","MILLWD",61759,318.8949
"12/04/2025 00:05:00","EST","N.Y.C.",61761,5050.3545
"12/04/2025 00:05:00","EST","NORTH",61755,692.4952
"12/04/2025 00:05:00","EST","WEST",61752,1668.7964
"12/04/2025 00:10:00","EST","CAPITL",61757,1363.8384
"12/04/2025 00:10:00","EST","CENTRL",61754,1706.4326
"12/04/2025 00:10:00","EST","DUNWOD",61760,627.8215
"12/04/2025 00:10:00","EST","GENESE",61753,1032.8821
"12/04/2025 00:10:00","EST","HUD VL",61758,1111.1912
"12/04/2025 00:10:00","EST","LONGIL",61762,2129.527
"12/04/2025 00:10:00","EST","MHK VL",61756,915.9975
"12/04/2025 00:10:00","EST","MILLWD",61759,314.7137
"12/04/2025 00:10:00","EST","N.Y.C.",61761,5023.785
"12/04/2025 00:10:00","EST","NORTH",61755,684.7607
"12/04/2025 00:10:00","EST","WEST",61752,1655.707
"12/04/2025 00:15:00","EST","CAPITL",61757,1354.4658
"12/04/2025 00:15:00","EST","CENTRL",61754,1674.3694
"12/04/2025 00:15:00","EST","DUNWOD",61760,620.696
"12/04/2025 00:15:00","EST","GENESE",61753,1037.3809
"12/04/2025 00:15:00","EST","HUD VL",61758,1130.1626
"12/04/2025 00:15:00","EST","LONGIL",61762,2120.265
"12/04/2025 00:15:00","EST","MHK VL",61756,917.4925
"12/04/2025 00:15:00","EST","MILLWD",61759,315.4147
"12/04/2025 00:15:00","EST","N.Y.C.",61761,5023.415
"12/04/2025 00:15:00","EST","NORTH",61755,680.5009
"12/04/2025 00:15:00","EST","WEST",61752,1646.2742
"12/04/2025 00:20:00","EST","CAPITL",61757,1347.5629
"12/04/2025 00:20:00","EST","CENTRL",61754,1674.4053
"12/04/2025 00:20:00","EST","DUNWOD",61760,613.3742
"12/04/2025 00:20:00","EST","GENESE",61753,1027.176
"12/04/2025 00:20:00","EST","HUD VL",61758,1116.0566
"12/04/2025 00:20:00","EST","LONGIL",61762,2109.857
"12/04/2025 00:20:00","EST","MHK VL",61756,904.2249
"12/04/2025 00:20:00","EST","MILLWD",61759,316.3287
"12/04/2025 00:20:00","EST","N.Y.C.",61761,4990.8755
"12/04/2025 00:20:00","EST","NORTH",61755,679.6444
