"Time Stamp","Time Zone","Name","PTID","Load"
"12/30/2025 00:00:00","EST","CAPITL",61757,1405.8695
"12/30/2025 00:00:00","EST","CENTRL",61754,1845.9863
"12/30/2025 00:00:00","EST","DUNWOD",61760,653.6417
"12/30/2025 00:00:00","EST","GENESE",61753,1120.4021
"12/30/2025 00:00:00","EST","HUD VL",61758,1138.1296
"12/30/2025 00:00:00","EST","LONGIL",61762,2278.4795
"12/30/2025 00:00:00","EST","MHK VL",61756,988.7238
"12/30/2025 00:00:00","EST","MILLWD",61759,357.6204
"12/30/2025 00:00:00","EST","N.Y.C.",61761,5439.7266
"12/30/2025 00:00:00","EST","NORTH",61755,674.2853
"12/30/2025 00:00:00","EST","WEST",61752,1766.3442
"12/30/2025 00:05:00","EST","CAPITL",61757,1386.4282
"12/30/2025 00:05:00","EST","CENTRL",61754,1858.2393
"12/30/2025 00:05:00","EST","DUNWOD",61760,639.6732
"12/30/2025 00:05:00","EST","GENESE",61753,1124.5455
"12/30/2025 00:05:00","EST","HUD VL",61758,1159.6243
"12/30/2025 00:05:00","EST","LONGIL",61762,2257.849
"12/30/2025 00:05:00","EST","MHK VL",61756,980.4927
"12/30/2025 00:05:00","EST","MILLWD",61759,361.6391
"12/30/2025 00:05:00","EST","N.Y.C.",61761,5409.1143
"12/30/2025 00:05:00","EST","NORTH",61755,674.9611
"12/30/2025 00:05:00","EST","WEST",61752,1755.103
"12/30/2025 00:10:00","EST","CAPITL",61757,1399.6951
"12/30/2025 00:10:00","EST","CENTRL",61754,1813.1697
"12/30/2025 00:10:00","EST","DUNWOD",61760,642.6436
"12/30/2025 00:10:00","EST","GENESE",61753,1115.4713
"12/30/2025 00:10:00","EST","HUD VL",61758,1128.0342
"12/30/2025 00:10:00","EST","LONGIL",61762,2264.9238
"12/30/2025 00:10:00","EST","MHK VL",61756,981.5923
"12/30/2025 00:10:00","EST","MILLWD",61759,368.8624
"12/30/2025 00:10:00","EST","N.Y.C.",61761,5410.462
"12/30/2025 00:10:00","EST","NORTH",61755,686.2323
"12/30/2025 00:10:00","EST","WEST",61752,1752.5027
"12/30/2025 00:15:00","EST","CAPITL",61757,1383.1423
"12/30/2025 00:15:00","EST","CENTRL",61754,1853.4626
"12/30/2025 00:15:00","EST","DUNWOD",61760,635.7763
