"Time Stamp","Time Zone","Name","PTID","Load"
"12/03/2025 00:00:00","EST","CAPITL",61757,1323.7555
"12/03/2025 00:00:00","EST","CENTRL",61754,1729.8196
"12/03/2025 00:00:00","EST","DUNWOD",61760,594.5476
"12/03/2025 00:00:00","EST","GENESE",61753,1035.0531
"12/03/2025 00:00:00","EST","HUD VL",61758,1109.0619
"12/03/2025 00:00:00","EST","LONGIL",61762,2057.821
"12/03/2025 00:00:00","EST","MHK VL",61756,897.0381
"12/03/2025 00:00:00","EST","MILLWD",61759,304.6835
"12/03/2025 00:00:00","EST","N.Y.C.",61761,5055.362
"12/03/2025 00:00:00","EST","NORTH",61755,708.1951
"12/03/2025 00:00:00","EST","WEST",61752,1612.7195
"12/03/2025 00:05:00","EST","CAPITL",61757,1329.6083
"12/03/2025 00:05:00","EST","CENTRL",61754,1723.6187
"12/03/2025 00:05:00","EST","DUNWOD",61760,589.6158
"12/03/2025 00:05:00","EST","GENESE",61753,1034.0925
"12/03/2025 00:05:00","EST","HUD VL",61758,1105.802
"12/03/2025 00:05:00","EST","LONGIL",61762,2037.2739
"12/03/2025 00:05:00","EST","MHK VL",61756,893.1831
"12/03/2025 00:05:00","EST","MILLWD",61759,294.954
"12/03/2025 00:05:00","EST","N.Y.C.",61761,5029.207
"12/03/2025 00:05:00","EST","NORTH",61755,714.5612
"12/03/2025 00:05:00","EST","WEST",61752,1632.9954
"12/03/2025 00:10:00","EST","CAPITL",61757,1335.8455
"12/03/2025 00:10:00","EST","CENTRL",61754,1736.5037
"12/03/2025 00:10:00","EST","DUNWOD",61760,610.6019
"12/03/2025 00:10:00","EST","GENESE",61753,1034.4751
"12/03/2025 00:10:00","EST","HUD VL",61758,1120.7844
"12/03/2025 00:10:00","EST","LONGIL",61762,2033.6271
"12/03/2025 00:10:00","EST","MHK VL",61756,893.0751
"12/03/2025 00:10:00","EST","MILLWD",61759,295.5835
"12/03/2025 00:10:00","EST","N.Y.C.",61761,4989.377
"12/03/2025 00:10:00","EST","NORTH",61755,706.8737
"12/03/2025 00:10:00","EST","WEST",61752,1605.924
"12/03/2025 00:15:00","EST","CAPITL",61757,1338.8085
"12/03/2025 00:15:00","EST","CENTRL",61754,1677.0344
"12/03/2025 00:15:00","EST","DUNWOD",61760,601.9932
"12/03/2025 00:15:00","EST","GENESE",61753,1030.4319
"12/03/2025 00:15:00","EST","HUD VL",61758,1102.7151
"12/03/2025 00:15:00","EST","LONGIL",61762,2023.648
"12/03/2025 00:15:00","EST","MHK VL",61756,881.0056
"12/03/2025 00:15:00","EST","MILLWD",61759,293.4442
"12/03/2025 00:15:00","EST","N.Y.C.",61761,4975.84
"12/03/2025 00:15:00","EST","NORTH",61755,718.8197
"12/03/2025 00:15:00","EST","WEST",61752,1608.7031
"12/03/2025 00:20:00","EST","CAPITL",61757,1307.5145
"12/03/2025 00:20:00","EST","CENTRL",61754,1660.668
"12/03/2025 00:20:00","EST","DUNWOD",61760,600.4844
"12/03/2025 00:20:00","EST","GENESE",61753,1028.2921
"12/03/2025 00:20:00","EST","HUD VL",61758,1096.359
"12/03/2025 00:20:00","EST","LONGIL",61762,2021.7766
"12/03/2025 00:20:00","EST","MHK VL",61756,884.2286
"12/03/2025 00:20:00","EST","MILLWD",61759,295.2463
"12/03/2025 00:20:00","EST","N.Y.C.",61761,4947.6157
"12/03/2025 00:20:00","EST","NORTH",61755,703.4975
"12/03/2025 00:20:00","EST","WEST",61752,1603.8893
"12/03/2025 00:25:00","EST","CAPITL",61757,1331.5764
"12/03/2025 00:25:00","EST","CENTRL",61754,1701.3657
"12/03/2025 00:25:00","EST","DUNWOD",61760,590.6332
"12/03/2025 00:25:00","EST","GENESE",61753,1025.005
"12/03/2025 00:25:00","EST","HUD VL",61758,1112.0498
