"Time Stamp","Time Zone","Name","PTID","Load"
"12/21/2025 00:00:00","EST","CAPITL",61757,1371.8682
"12/21/2025 00:00:00","EST","CENTRL",61754,1800.6372
"12/21/2025 00:00:00","EST","DUNWOD",61760,636.4432
"12/21/2025 00:00:00","EST","GENESE",61753,1029.2407
"12/21/2025 00:00:00","EST","HUD VL",61758,1125.5796
"12/21/2025 00:00:00","EST","LONGIL",61762,2206.5122
"12/21/2025 00:00:00","EST","MHK VL",61756,900.5148
"12/21/2025 00:00:00","EST","MILLWD",61759,313.3752
"12/21/2025 00:00:00","EST","N.Y.C.",61761,5225.424
"12/21/2025 00:00:00","EST","NORTH",61755,667.8246
"12/21/2025 00:00:00","EST","WEST",61752,1703.927
"12/21/2025 00:05:00","EST","CAPITL",61757,1354.891
"12/21/2025 00:05:00","EST","CENTRL",61754,1798.0295
"12/21/2025 00:05:00","EST","DUNWOD",61760,636.0259
"12/21/2025 00:05:00","EST","GENESE",61753,1024.7456
"12/21/2025 00:05:00","EST","HUD VL",61758,1142.5237
"12/21/2025 00:05:00","EST","LONGIL",61762,2177.6277
"12/21/2025 00:05:00","EST","MHK VL",61756,890.2427
"12/21/2025 00:05:00","EST","MILLWD",61759,308.0391
"12/21/2025 00:05:00","EST","N.Y.C.",61761,5205.7373
"12/21/2025 00:05:00","EST","NORTH",61755,671.4216
"12/21/2025 00:05:00","EST","WEST",61752,1689.1027
"12/21/2025 00:10:00","EST","CAPITL",61757,1347.6594
"12/21/2025 00:10:00","EST","CENTRL",61754,1805.4971
"12/21/2025 00:10:00","EST","DUNWOD",61760,637.3245
"12/21/2025 00:10:00","EST","GENESE",61753,1018.5807
"12/21/2025 00:10:00","EST","HUD VL",61758,1141.9838
"12/21/2025 00:10:00","EST","LONGIL",61762,2161.9927
"12/21/2025 00:10:00","EST","MHK VL",61756,908.0961
"12/21/2025 00:10:00","EST","MILLWD",61759,313.054
"12/21/2025 00:10:00","EST","N.Y.C.",61761,5207.077
"12/21/2025 00:10:00","EST","NORTH",61755,647.0355
"12/21/2025 00:10:00","EST","WEST",61752,1656.3202
"12/21/2025 00:15:00","EST","CAPITL",61757,1364.2981
"12/21/2025 00:15:00","EST","CENTRL",61754,1787.1394
"12/21/2025 00:15:00","EST","DUNWOD",61760,635.9499
"12/21/2025 00:15:00","EST","GENESE",61753,1016.287
"12/21/2025 00:15:00","EST","HUD VL",61758,1108.0857
"12/21/2025 00:15:00","EST","LONGIL",61762,2148.2368
"12/21/2025 00:15:00","EST","MHK VL",61756,887.1574
"12/21/2025 00:15:00","EST","MILLWD",61759,316.2013
"12/21/2025 00:15:00","EST","N.Y.C.",61761,5158.096
"12/21/2025 00:15:00","EST","NORTH",61755,658.7538
"12/21/2025 00:15:00","EST","WEST",61752,1682.7588
"12/21/2025 00:20:00","EST","CAPITL",61757,1352.5481
"12/21/2025 00:20:00","EST","CENTRL",61754,1748.3281
"12/21/2025 00:20:00","EST","DUNWOD",61760,630.6939
"12/21/2025 00:20:00","EST","GENESE",61753,1013.9274
"12/21/2025 00:20:00","EST","HUD VL",61758,1116.5082
"12/21/2025 00:20:00","EST","LONGIL",61762,2145.5264
"12/21/2025 00:20:00","EST","MHK VL",61756,887.3378
"12/21/2025 00:20:00","EST","MILLWD",61759,316.4534
"12/21/2025 00:20:00","EST","N.Y.C.",61761,5155.8623
"12/21/2025 00:20:00","EST","NORTH",61755,656.6653
"12/21/2025 00:20:00","EST","WEST",61752,1647.5768
"12/21/2025 00:25:00","EST","CAPITL",61757,1347.8364
"12/21/2025 00:25:00","EST","CENTRL",61754,1739.0769
"12/21/2025 00:25:00","EST","DUNWOD",61760,636.6554
"12/21/2025 00:25:00","EST","GENESE",61753,1012.1386
"12/21/2025 00:25:00","EST","HUD VL",61758,1101.5752
"12/21/2025 00:25:00","EST","LONGIL",61762,2129.837
"12/21/2025 00:25:00","EST","MHK VL",61756,880.6755
"12/21/2025 00:25:00","EST","MILLWD",61759,312.9863
"12/21/2025 00:25:00","EST","N.Y.C.",61761,5141.0903
"12/21/2025 00:25:00","EST","NORTH",61755,659.6492
"12/21/2025 00:25:00","EST","WEST",61752,1635.3158
